slope,aspect,elevation,ndvi,humidity,label
0.9735582,342.2865,754.0,0.320574,67.49863,-1
1.007115,270.0,758.0,0.38545746,67.49863,-1
0.60629755,342.9532,773.0,0.32458737,66.90308,-1
0.7318976,103.74463,757.0,0.43657374,66.90308,-1
0.9638802,233.03352,768.0,0.58210844,70.842896,-1
1.3453541,118.28628,802.0,0.31229424,68.91362,-1
0.8703404,317.1038,778.0,0.3190809,67.49863,-1
2.8276193,292.90454,756.0,0.4795099,73.289185,-1
1.7438706,311.65292,787.0,0.32437244,70.842896,-1
1.050016,6.478694,796.0,0.34949613,70.842896,-1
0.7056021,350.3331,792.0,0.39025044,70.842896,-1
2.6074395,1.3010659,821.0,0.41751084,68.91362,-1
2.4448013,263.1955,851.0,0.47241044,68.91362,-1
2.7091098,110.005165,898.0,0.34678477,68.91362,-1
0.8374373,82.04288,791.0,0.465125,68.91362,-1
0.17773516,270.0,744.0,0.43584305,67.49863,-1
0.8703338,317.10428,769.0,0.2986439,67.49863,-1
0.43060914,285.61862,768.0,0.41088644,66.90308,-1
1.0697118,330.10574,780.0,0.32670012,66.90308,-1
1.1755965,126.27291,737.0,0.43336934,73.289185,-1
1.6158854,261.752,741.0,0.5693912,73.289185,-1
0.13019626,27.067343,778.0,0.6510626,73.289185,-1
1.1283969,308.0527,724.0,0.529301,73.289185,-1
1.2523007,337.76498,738.0,0.5061748,73.289185,-1
1.2874087,7.9339523,843.0,0.4958973,68.91362,-1
1.9079015,291.3746,820.0,0.2944164,67.49863,-1
0.8098,30.801912,728.0,0.4512544,73.289185,-1
0.7132423,274.66156,767.0,0.5238441,70.842896,-1
1.0303662,300.4166,778.0,0.46598184,70.842896,-1
0.7318411,103.74571,766.0,0.3620836,67.49863,-1
1.1314306,84.119415,755.0,0.30290404,67.49863,-1
1.165242,354.16464,770.0,0.3063491,67.49863,-1
1.5572971,81.43927,803.0,0.286937,66.90308,-1
0.5608155,71.93581,780.0,0.35179797,66.90308,-1
0.26381162,296.06964,771.0,0.39551267,66.90308,-1
1.1155019,350.83347,738.0,0.47467703,73.289185,-1
1.121507,251.93553,751.0,0.6549549,73.289185,-1
1.8245983,157.07706,764.0,0.65050113,73.289185,-1
0.7676767,112.18098,727.0,0.50787246,73.289185,-1
1.1496696,328.98718,775.0,0.5809836,70.842896,-1
0.49729902,314.37717,788.0,0.3663921,70.842896,-1
1.539349,329.98752,783.0,0.55821437,70.842896,-1
1.3722494,114.98311,817.0,0.35280937,68.91362,-1
0.89609295,97.43315,769.0,0.31210905,67.49863,-1
0.58017695,225.62282,777.0,0.28516397,67.49863,-1
1.0136651,83.433205,808.0,0.29305473,66.90308,-1
0.83315194,334.74753,783.0,0.28656602,66.90308,-1
1.0773723,225.62234,773.0,0.6286098,70.842896,-1
0.5878414,233.72575,773.0,0.6210886,70.842896,-1
1.4597403,330.8632,796.0,0.36525849,70.842896,-1
1.5481428,346.72998,794.0,0.5484025,70.842896,-1
2.2464507,310.14902,821.0,0.39212212,70.842896,-1
4.565216,100.21793,886.0,0.5008186,68.91362,-1
2.3870974,185.69379,875.0,0.39741412,68.91362,-1
0.88591146,336.34732,771.0,0.30695072,67.49863,-1
0.58017206,134.37766,776.0,0.3117119,67.49863,-1
1.0136487,96.5669,765.0,0.3568263,67.49863,-1
0.5878414,53.72575,790.0,0.2627836,66.90308,-1
0.6509478,332.9338,797.0,0.34548813,66.90308,-1
1.5359194,25.09803,796.0,0.3675473,70.842896,-1
3.3630016,325.7335,802.0,0.3318196,70.842896,-1
1.4226584,267.66525,811.0,0.3384446,70.842896,-1
5.3232064,54.101475,891.0,0.53241724,68.91362,-1
3.5503457,90.93434,818.0,0.3319143,68.91362,-1
0.48788622,103.74636,782.0,0.3864476,68.91362,-1
0.41870743,82.04224,779.0,0.430142,67.49863,-1
1.1496596,328.988,780.0,0.36268294,67.49863,-1
0.79976076,54.562286,795.0,0.30266982,66.90308,-1
0.9495304,93.499725,786.0,0.2926926,66.90308,-1
0.8904231,93.7324,791.0,0.407623,66.90308,-1
0.13189955,116.07113,729.0,0.45291668,73.289185,-1
1.8780015,301.63797,744.0,0.48175454,73.289185,-1
1.6948794,22.604008,816.0,0.5103799,70.842896,-1
